C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_087.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_087.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_087.jpg,0,0,0,8.55265
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_157.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_157.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_157.jpg,0,0,0,8.499683
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_230.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_230.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_230.jpg,0,0,0,8.429558
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_299.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_299.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_299.jpg,0,0,0,8.377334
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_369.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_369.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_369.jpg,0,0,0,8.308193
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_441.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_441.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_441.jpg,0,0,0,8.256701
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_511.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_511.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_511.jpg,0,0,0,8.18854
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_578.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_578.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_578.jpg,0,0.0229989,0,8.141705
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_652.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_652.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_652.jpg,0,0.2824083,0,8.237537
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_723.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_723.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_723.jpg,0.01503759,0.4577772,0,8.457062
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_792.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_792.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_792.jpg,0.01503759,0.6840348,0,8.951166
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_864.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_864.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_864.jpg,-0.1503759,0.8771925,0,9.470472
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_07_936.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_07_936.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_07_936.jpg,-0.518797,1,0,10.25451
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_08_004.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_08_004.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_08_004.jpg,-0.593985,1,0,10.85454
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_08_073.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_08_073.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_08_073.jpg,-0.6240602,1,0,11.78565
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_08_141.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_08_141.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_08_141.jpg,-0.6766918,1,0,12.0983
C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\center_2022_07_06_19_23_08_211.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\left_2022_07_06_19_23_08_211.jpg,C:\Users\gabri\Documents\Facu\I.A AVAÇADO\IA Avançada\SELF DRIVE CAR - ALUNOS\IMG\right_2022_07_06_19_23_08_211.jpg,-0.6917293,1,0,13.10491
